id,id_area,"AREA","SERVEI",id_carta,"CARTA","EXERCICI",ORDRE,"COMPROMISOS","OBJECTIUS_ANUALS","INDICADORS","UNITAT_COMPROMIS",COMPROMIS_ANUAL,RES_1R,RES_2R,RES_3R,RES_4R,RES_UNIC,GRAU_ACOMPLIMENT,PERCENTATGE,"CODI_ENS","NOM_ENS",id_compromis
"230","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2023","5","3.-Formar als voluntaris de protecció civil (AVPCR) especialment en prevenció d'incendis en equips de segona intervenció, DEA'S, assistència sanitària immediata, conducció (4x4)","Mínim una formació a l'any dels curs per a formació bàsica per a voluntaris/àries","Nombre de persones formades en protecció civil","Persones","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","83"
"232","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2023","6","5.-Executar el 100% de les obres aprovades anualment en el marc del Pla de Prevenció d'Incendis","100 % de les obres","% d\'obres executades / obres previstes anualment","Obres","5.0","0.0","5.0","0.0","5.0","0.0","10.0","100.0","818460009","Ajuntament de Rubí","84"
"233","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2023","7","6.-Actuar davant una sol·licitud del CRA","Menys de 30 minuts","Temps de resposta","Minuts","30.0","4.0","2.0","4.0","6.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","85"
"234","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2023","8","7.-Donar resposta a peticions d'assessorament/informes als serveis de l'Ajuntament de Rubí","100% de consultes","Nombre d'assessoraments i informes realitzats","Assessoraments","45.0","12.0","13.0","12.0","9.0","0.0","46.0","100.0","818460009","Ajuntament de Rubí","86"
"360","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2024","1","1.-Respondre les AQS, sol·licituds, mails i consultes telefòniques en meny de 15 dies","Respondre un 95 % de les AQS","Nombre d\'AQS","AQS","3.0","7.0","7.0","8.0","7.0","0.0","29.0","100.0","818460009","Ajuntament de Rubí","81"
"361","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2024","2","1.-Respondre les AQS, sol·licituds, mails i consultes telefòniques en meny de 15 dies","Respondre peticions en 10 dies","Temps de resposta","Respostes","7.0","5.0","5.0","9.0","5.0","0.0","24.0","0.0","818460009","Ajuntament de Rubí","81"
"362","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2024","3","2.-Tenir actualitzats els diferents plans d'autoprotecció (PAU) segons la normativa vigent","100% dels PAUS","Nombre PAUS actualitzats","Actualitzacions","5.0","2.0","5.0","1.0","1.0","0.0","9.0","100.0","818460009","Ajuntament de Rubí","82"
"363","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2024","4","3.-Formar als voluntaris de protecció civil (AVPCR) especialment en prevenció d'incendis en equips de segona intervenció, DEA'S, assistència sanitària immediata, conducció (4x4)","Mínim una formació a l'any dels curs per a formació bàsica per a voluntaris/àries","Nombre de persones formades en protecció civil","Persones","2.0","2.0","0.0","0.0","0.0","0.0","2.0","100.0","818460009","Ajuntament de Rubí","83"
"365","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2024","5","5.-Executar el 100% de les obres aprovades anualment en el marc del Pla de Prevenció d'Incendis","100 % de les obres","% d\'obres executades / obres previstes anualment","Obres","6.0","0.0","6.0","0.0","0.0","0.0","6.0","100.0","818460009","Ajuntament de Rubí","84"
"366","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2024","6","6.-Actuar davant una sol·licitud del CRA","Menys de 30 minuts","Temps de resposta","Minuts","30.0","3.0","5.0","5.0","6.0","0.0","4.75","100.0","818460009","Ajuntament de Rubí","85"
"367","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2024","7","7.-Donar resposta a peticions d'assessorament/informes als serveis de l'Ajuntament de Rubí","100% de consultes","Nombre d'assessoraments i informes realitzats","Assessoraments","30.0","10.0","15.0","18.0","9.0","0.0","52.0","100.0","818460009","Ajuntament de Rubí","86"
"567","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2025","1","1.-Respondre les AQS, sol·licituds, mails i consultes telefòniques en meny de 15 dies","Respondre un 95 % de les AQS","Nombre d\'AQS","AQS","3.0","5.0","5.0","15.0","0.0","0.0","25.0","100.0","818460009","Ajuntament de Rubí","81"
"568","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2025","2","1.-Respondre les AQS, sol·licituds, mails i consultes telefòniques en meny de 15 dies","Respondre peticions en 10 dies","Temps de resposta","Respostes","7.0","5.0","8.0","4.0","0.0","0.0","17.0","100.0","818460009","Ajuntament de Rubí","81"
"569","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2025","3","2.-Tenir actualitzats els diferents plans d'autoprotecció (PAU) segons la normativa vigent","100% dels PAUS","Nombre PAUS actualitzats","Actualitzacions","5.0","3.0","2.0","0.0","0.0","0.0","5.0","100.0","818460009","Ajuntament de Rubí","82"
"570","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2025","4","3.-Formar als voluntaris de protecció civil (AVPCR) especialment en prevenció d'incendis en equips de segona intervenció, DEA'S, assistència sanitària immediata, conducció (4x4)","Mínim una formació a l'any dels curs per a formació bàsica per a voluntaris/àries","Nombre de persones formades en protecció civil","Persones","2.0","1.0","1.0","0.0","0.0","0.0","2.0","100.0","818460009","Ajuntament de Rubí","83"
"571","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2025","5","5.-Executar el 100% de les obres aprovades anualment en el marc del Pla de Prevenció d'Incendis","100 % de les obres","% d\'obres executades / obres previstes anualment","Obres","6.0","0.0","18.0","0.0","0.0","0.0","18.0","100.0","818460009","Ajuntament de Rubí","84"
"572","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2025","6","6.-Actuar davant una sol·licitud del CRA","Menys de 30 minuts","Temps de resposta","Minuts","30.0","5.0","4.0","3.0","0.0","0.0","3.0","100.0","818460009","Ajuntament de Rubí","85"
"573","10","Seguretat, Policia Comunitària, Civisme i Convivència","U080 - UNITAT DE PROTECCIO CIVIL","19","PROTECCIÓ CIVIL","2025","7","7.-Donar resposta a peticions d'assessorament/informes als serveis de l'Ajuntament de Rubí","100% de consultes","Nombre d'assessoraments i informes realitzats","Assessoraments","30.0","12.0","14.0","10.0","0.0","0.0","36.0","100.0","818460009","Ajuntament de Rubí","86"
"109","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2022","1","Informar de forma pràctica i fiable","Obtenir un grau de satisfacció de menor o igual a 8","Grau de satisfacció (1-10)","(1 a 10)","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","88"
"111","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2022","2","Realitzar sessions informatives o d'assessorament sobre estalvi, eficiència i canvi de model energètic","Organitzar 10 tallers","Participants als tallers","Participants","10.0","0.0","0.0","0.0","0.0","700.0","700.0","100.0","818460009","Ajuntament de Rubí","89"
"110","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2022","3","Realitzar sessions informatives o d'assessorament sobre estalvi, eficiència i canvi de model energètic","Organitzar 10 tallers","Nombre de tallers","Tallers","10.0","0.0","0.0","0.0","0.0","16.0","16.0","100.0","818460009","Ajuntament de Rubí","89"
"112","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2022","4","Disposar d'un servei fiable i ràpid a les fotolineres","Obtenir un grau de satisfacció de menor o igual a 8 del servei de fotolineres","Grau de satisfacció (1-10)","(1 a 10)","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","90"
"236","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2023","1","Informar de forma pràctica i fiable","Obtenir un grau de satisfacció de menor o igual a 8","Grau de satisfacció (1-10)","(1 a 10)","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","88"
"238","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2023","2","Realitzar sessions informatives o d'assessorament sobre estalvi, eficiència i canvi de model energètic","Organitzar 10 tallers","Participants als tallers","Participants","10.0","8.0","8.0","8.0","8.0","32.0","32.0","100.0","818460009","Ajuntament de Rubí","89"
"237","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2023","3","Realitzar sessions informatives o d'assessorament sobre estalvi, eficiència i canvi de model energètic","Organitzar 10 tallers","Nombre de tallers","Tallers","10.0","3.0","3.0","1.0","5.0","4.0","12.0","100.0","818460009","Ajuntament de Rubí","89"
"239","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2023","4","Disposar d'un servei fiable i ràpid a les fotolineres","Obtenir un grau de satisfacció de menor o igual a 8 del servei de fotolineres","Grau de satisfacció (1-10)","(1 a 10)","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","90"
"406","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2024","1","1.-Augmentar l'atenció de l'Oficina de Drets Energètics","100 unitats familiars","Nombre d'unitats familiars ateses/any","Unitats familiars","100.0","67.0","78.0","62.0","61.0","0.0","268.0","100.0","818460009","Ajuntament de Rubí","125"
"407","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2024","2","2.-Donar atenció personalitzada a la ciutadania sobre instal·lacions solars","100 usuàries","Nombre d'usuàries assessorades/any","Usuaries","100.0","24.0","41.0","59.0","56.0","0.0","180.0","100.0","818460009","Ajuntament de Rubí","126"
"409","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2024","3","3.-Realitzar tallers de factures energètiques per a la ciutadania","10 participants","Mitjana participants/taller","Participants","100.0","0.0","7.0","9.0","13.0","0.0","7.25","0.0","818460009","Ajuntament de Rubí","127"
"408","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2024","4","3.-Realitzar tallers de factures energètiques per a la ciutadania","10 tallers","Nombre de tallers anuals","Tallers","10.0","0.0","2.0","2.0","2.0","0.0","6.0","60.0","818460009","Ajuntament de Rubí","127"
"410","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2024","5","4.-Augmentar l'ús del cercador d'empreses de serveis energètics","25 sol·licituds","Nombre de sol·licituds/any","Sol·licituds","25.0","1.0","1.0","3.0","2.0","0.0","7.0","28.0","818460009","Ajuntament de Rubí","128"
"412","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2024","6","5.-Augmentar els membres del Grup de compra agregada d'energia","60 empreses","Nombre d'empreses físiques i jurídiques","Empreses","60.0","60.0","60.0","60.0","60.0","0.0","60.0","100.0","818460009","Ajuntament de Rubí","130"
"411","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2024","7","6.-Millorar l'ús de les fotolineres d'ús públic","50.000 kWh","Nombre de kWh entregats/any","Kwh","50000.0","57890.0","47370.0","47370.0","47370.0","0.0","200000.0","100.0","818460009","Ajuntament de Rubí","129"
"575","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","1","1.-Augmentar l'atenció de l'Oficina de Drets Energètics","100 unitats familiars","Nombre d'unitats familiars ateses/any","Unitats familiars","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","125"
"576","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","2","2.-Donar atenció personalitzada a la ciutadania sobre instal·lacions solars","100 usuàries","Nombre d'usuàries assessorades/any","Usuaries","100.0","90.0","90.0","0.0","0.0","0.0","180.0","100.0","818460009","Ajuntament de Rubí","126"
"577","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","3","3.-Realitzar tallers de factures energètiques per a la ciutadania","10 participants","Mitjana participants/taller","Participants","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","127"
"578","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","4","3.-Realitzar tallers de factures energètiques per a la ciutadania","10 tallers","Nombre de tallers anuals","Tallers","10.0","1.0","1.0","0.0","0.0","0.0","2.0","20.0","818460009","Ajuntament de Rubí","127"
"579","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","5","4.-Augmentar l'ús del cercador d'empreses de serveis energètics","25 sol·licituds","Nombre de sol·licituds/any","Sol·licituds","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","128"
"580","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","6","5.-Augmentar els membres del Grup de compra agregada d'energia","60 empreses","Nombre d'empreses físiques i jurídiques","Empreses","60.0","80.0","88.0","0.0","0.0","0.0","42.0","70.0","818460009","Ajuntament de Rubí","130"
"581","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","7","6.-Millorar l'ús de les fotolineres d'ús públic","50.000 kWh","Nombre de kWh entregats/any","Kwh","57989.0","9800.0","9900.0","0.0","0.0","0.0","19700.0","33.0","818460009","Ajuntament de Rubí","129"
"602","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","8","1.- Donar assessorament energètic personalitzat a la ciutadania","200 usuàries","Núm. d'usuàries assessorades/any","Usuaries","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","137"
"608","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","9","3.- Augmentar l'ús de les fotolineres d'ús públic","50.000 kWh","Nombre de kWh entregats/any","Kwh","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","139"
"609","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2025","10","4.- Augmentar el nombre d'empreses assessorades","60 empreses","Nombre d?empreses físiques i jurídiques","Empreses","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","140"
"603","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2026","1","1.- Donar assessorament energètic personalitzat a la ciutadania","200 usuàries","Núm. d'usuàries assessorades/any","Usuaries","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","137"
"605","9","Gerència","U079 - UNITAT RUBÍ BRILLA","20","RUBÍ BRILLA","2026","2","2.- Realitzar sessions grupals d'estalvi energètic/eficiència energètica/energies renovables  per a la ciutadania","10 sessions","Núm. sessions anuals","Sessions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","138"
"91","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2022","1","1.-Mantenir els nivells de les enquestes de satisfacció del servei FUER","Mantenir el nivell de satisfacció del servei FUER en 3,9 (sobre 4)","Grau de satisfacció","(0 a 4)","3.9","3.96","4.0","3.9","4.0","0.0","3.965","100.0","818460009","Ajuntament de Rubí","73"
"92","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2022","2","2.-Mantenir els nivells de les enquestes de satisfacció del servei d'Informació personalitzada per assessorament creació d'empreses","Mantenir el nivell de satisfacció del servei d\'Informació personalitzada per assessorament creació d\'empreses en 4,9 (sobre 5)","Grau de satisfacció","(0 a 5)","4.9","4.91","4.93","5.0","4.98","0.0","4.955","100.0","818460009","Ajuntament de Rubí","74"
"93","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2022","3","3.-Mantenir els nivells de les enquestes de satisfacció del servei d'Assessorament creació d'empreses","Mantenir el nivell  de satisfacció del servei d\'Assessorament creació d\'empreses en 4,7 (sobre 5)","Grau de satisfacció","(0 a 5)","4.7","5.0","0.0","0.0","5.0","0.0","2.5","53.0","818460009","Ajuntament de Rubí","75"
"94","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2022","4","4.-Mantenir els nivells de les enquestes de satisfacció de la Formació Empresarial","Mantenir el nivell de satisfacció de la Formació Empresarial en 3,75 (sobre 4)","Grau de satisfacció","(0 a 4)","3.75","0.0","0.0","3.78","3.74","0.0","1.88","50.0","818460009","Ajuntament de Rubí","76"
"95","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2022","5","5.-Mantenir el nivell de les enquestes del servei d'Assessorament en àrees estratègiques de l'empresa","Mantenir el nivell del servei d\'Assessorament en àrees estratègiques de l\'empresa en 4,7 (sobre 5)","Grau de satisfacció","(0 a 5)","4.7","0.0","0.0","0.0","4.65","4.65","4.65","98.0","818460009","Ajuntament de Rubí","77"
"218","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2023","1","1.-Mantenir els nivells de les enquestes de satisfacció del servei FUER","Mantenir el nivell de satisfacció del servei FUER en 3,9 (sobre 4)","Grau de satisfacció","(0 a 4)","3.9","3.9","3.9","3.65","4.0","0.0","3.8625","99.0","818460009","Ajuntament de Rubí","73"
"219","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2023","2","2.-Mantenir els nivells de les enquestes de satisfacció del servei d'Informació personalitzada per assessorament creació d'empreses","Mantenir el nivell de satisfacció del servei d\'Informació personalitzada per assessorament creació d\'empreses en 4,9 (sobre 5)","Grau de satisfacció","(0 a 5)","4.9","4.9","4.93","5.0","5.0","0.0","4.9575","100.0","818460009","Ajuntament de Rubí","74"
"220","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2023","3","3.-Mantenir els nivells de les enquestes de satisfacció del servei d'Assessorament creació d'empreses","Mantenir el nivell  de satisfacció del servei d\'Assessorament creació d\'empreses en 4,7 (sobre 5)","Grau de satisfacció","(0 a 5)","4.7","5.0","5.0","4.9","5.0","0.0","4.975","100.0","818460009","Ajuntament de Rubí","75"
"221","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2023","4","4.-Mantenir els nivells de les enquestes de satisfacció de la Formació Empresarial","Mantenir el nivell de satisfacció de la Formació Empresarial en 3,75 (sobre 4)","Grau de satisfacció","(0 a 4)","3.75","3.7","3.86","3.89","3.86","0.0","3.8275","100.0","818460009","Ajuntament de Rubí","76"
"222","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2023","5","5.-Mantenir el nivell de les enquestes del servei d'Assessorament en àrees estratègiques de l'empresa","Mantenir el nivell del servei d\'Assessorament en àrees estratègiques de l\'empresa en 4,7 (sobre 5)","Grau de satisfacció","(0 a 5)","4.7","4.75","4.75","4.75","4.75","0.0","4.75","100.0","818460009","Ajuntament de Rubí","77"
"435","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2024","1","1.-Mantenir els nivells de les enquestes de satisfacció del servei FUER","Mantenir el nivell de satisfacció del servei FUER en 3,9 (sobre 4)","Grau de satisfacció","(0 a 4)","3.9","3.88","3.93","3.78","3.89","0.0","3.87","99.0","818460009","Ajuntament de Rubí","73"
"436","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2024","2","1.-Mantenir els nivells de les enquestes de satisfacció del servei FUER","Mantenir el nivell de satisfacció del servei FUER en 3,9 (sobre 4)","Grau de satisfacció","(0 a 4)","3.9","4.92","4.91","5.0","5.0","0.0","4.9575","100.0","818460009","Ajuntament de Rubí","73"
"437","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2024","3","3.-Mantenir els nivells de les enquestes de satisfacció del servei d'Assessorament creació d'empreses","Mantenir el nivell  de satisfacció del servei d\'Assessorament creació d\'empreses en 4,7 (sobre 5)","Grau de satisfacció","(0 a 5)","4.7","5.0","5.0","5.0","5.0","0.0","5.0","100.0","818460009","Ajuntament de Rubí","75"
"438","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2024","4","4.-Mantenir els nivells de les enquestes de satisfacció de la Formació Empresarial","Mantenir el nivell de satisfacció de la Formació Empresarial en 3,75 (sobre 4)","Grau de satisfacció","(0 a 4)","3.75","3.78","3.92","3.81","3.85","0.0","3.84","100.0","818460009","Ajuntament de Rubí","76"
"439","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2024","5","5.-Mantenir el nivell de les enquestes del servei d'Assessorament en àrees estratègiques de l'empresa","Mantenir el nivell del servei d\'Assessorament en àrees estratègiques de l\'empresa en 4,7 (sobre 5)","Grau de satisfacció","(0 a 5)","4.7","0.0","0.0","0.0","0.0","4.6","4.6","0.0","818460009","Ajuntament de Rubí","77"
"582","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2025","1","1.-Mantenir els nivells de les enquestes de satisfacció del servei FUER","Mantenir el nivell de satisfacció del servei FUER en 3,9 (sobre 4)","Grau de satisfacció","(0 a 4)","3.9","3.91","3.89","3.96","0.0","0.0","2.94","0.0","818460009","Ajuntament de Rubí","73"
"583","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2025","2","1.-Mantenir els nivells de les enquestes de satisfacció del servei FUER","Mantenir el nivell de satisfacció del servei FUER en 3,9 (sobre 4)","Grau de satisfacció","(0 a 4)","3.9","5.0","4.89","5.0","0.0","0.0","3.7225","0.0","818460009","Ajuntament de Rubí","73"
"584","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2025","3","3.-Mantenir els nivells de les enquestes de satisfacció del servei d'Assessorament creació d'empreses","Mantenir el nivell  de satisfacció del servei d\'Assessorament creació d\'empreses en 4,7 (sobre 5)","Grau de satisfacció","(0 a 5)","4.7","5.0","5.0","0.0","0.0","0.0","2.5","0.0","818460009","Ajuntament de Rubí","75"
"585","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2025","4","4.-Mantenir els nivells de les enquestes de satisfacció de la Formació Empresarial","Mantenir el nivell de satisfacció de la Formació Empresarial en 3,75 (sobre 4)","Grau de satisfacció","(0 a 4)","3.7","0.0","3.77","0.0","0.0","0.0","0.9425","25.0","818460009","Ajuntament de Rubí","76"
"586","4","Indústria, Comerç i Ocupació","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","17","RUBÍ EMPRESA (ABANS OSE)","2025","5","5.-Mantenir el nivell de les enquestes del servei d'Assessorament en àrees estratègiques de l'empresa","Mantenir el nivell del servei d\'Assessorament en àrees estratègiques de l\'empresa en 4,7 (sobre 5)","Grau de satisfacció","(0 a 5)","4.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","77"
"113","4","Indústria, Comerç i Ocupació","U062 - SERVEI D'OCUPACIÓ RUBÍ FORMA","21","RUBÍ FORMA","2022","1","1.-Mantenir i millorar el sistema de qualitat implantat actualment","10 dies hàbils (mitjana)","Temps de resposta","No informat","10.0","1.0","2.0","0.0","0.0","0.0","0.75","100.0","818460009","Ajuntament de Rubí","91"
"114","4","Indústria, Comerç i Ocupació","U062 - SERVEI D'OCUPACIÓ RUBÍ FORMA","21","RUBÍ FORMA","2022","2","2.-Disposar d'un punt d'informació i acollida","Entre 1.000 i 1.500 persones ateses (mitjana)","Nombre de persones ateses","Persones","1500.0","401.0","269.0","306.0","323.0","0.0","1299.0","86.0","818460009","Ajuntament de Rubí","92"
"115","4","Indústria, Comerç i Ocupació","U062 - SERVEI D'OCUPACIÓ RUBÍ FORMA","21","RUBÍ FORMA","2022","3","3.-Disposar del servei d'orientació i acompanyament","Entre 9 i 10 (mitjana)","Grau de satisfacció de les persones usuàries","(0 a 10)","4.0","0.0","4.0","3.5","0.0","0.0","1.875","46.0","818460009","Ajuntament de Rubí","93"
"116","4","Indústria, Comerç i Ocupació","U062 - SERVEI D'OCUPACIÓ RUBÍ FORMA","21","RUBÍ FORMA","2022","4","4.-Disposar d'una oferta formativa diversificada i de qualitat","Entre 3 i 5 projectes amb accions formatives i ocupacionals","Nombre de formacions","Formacions","6.0","8.0","9.0","9.0","16.0","0.0","42.0","100.0","818460009","Ajuntament de Rubí","94"
"117","4","Indústria, Comerç i Ocupació","U062 - SERVEI D'OCUPACIÓ RUBÍ FORMA","21","RUBÍ FORMA","2022","5","5.-Disposar d'una oferta formativa adreçada a treballadors/res en actiu","Entre 2 i 4 accions formatives","Nombre d'accions formatives","Accions","10.0","2.0","2.0","2.0","2.0","0.0","8.0","80.0","818460009","Ajuntament de Rubí","95"
